block_text,block_label
"Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0 |
| p23_res_card_source | S |
| p23_res_track1      |   |
| p23_res_track2      |   |
| p23_res_track3      |   |",Card Swipe
"And I Wait until Element ""title"" contains ""Please wait…\nDo not remove card""
When I send a 33.00 EMV Transaction Initiation message to the terminal with:
| p33_00_req_status                  | 00 |
| p33_00_req_emvh_current_packet_nbr | 0  |
| p33_00_req_emvh_packet_type        | 0  |
Then I Wait until Element ""title"" contains ""Please wait…\nDo not remove card""
And  I should receive the 33.00 Emv Transaction Initiation response from terminal with params:
| p33_00_res_status                  | 00 |
| p33_00_res_emvh_current_packet_nbr | 0  |
| p33_00_res_emvh_packet_type        | 0  |
And I should receive the 33.02 Emv Transaction track2 response from terminal with params:
| p33_02_res_status                  | 00         |
| p33_02_res_emvh_current_packet_nbr | 0          |
| p33_02_res_emvh_packet_type        | 0          |
| p33_02_res_payload                 | @regexp:.+ |
####################### 33.02 payload verification #######################
When  I deserialize ""p33_02_res_payload"" value from the response object to the ""track2_equivalent_data"" container
Then  the reported ""track2_equivalent_data"" container should have the following params:
| tag    | name                         | value                                                 |
| 0x4F   | application_identifier       | <AID>03                                               |
| 0x50   | application_label            | @regexp:[\s]{4}62[\s]{4}IC[\s]{2}                     |
| 0x57   | track_2_equivalent_data      | <PAN>D<exp_date><code><add_data>F                     |
| 0x5A   | Primary_Account_Number_(PAN) | <PAN>                                                 |
| 0x84   | dedicated_file_df_name       | <AID>03                                               |
| 0x5F20 | cardholder_name              | UICC<test_card>                                       |
| 0x5F24 | application_expiration_date  | <exp_date>31                                          |
| 0x5F28 | Issuer_Country_Code          | 0156                                                  |
| 0x5F2D | preferred_languages          | zh                                                    |
| 0x9F07 | Application_Usage_Control    | FF00                                                  |
| 0x9F09 | Application_Version_Number   | @regexp:\d{4}                                         |
| 0x9F1A | Terminal_Country_Code        | 0840                                                  |
| 0x9F1B | Terminal_Floor_Limit         | 00000000                                              |
| 0x9F1F | Track1_Discretionary_Data    | <PAN>^UICC<test_card>^<exp_date><code>^20130821105304 |
| 0xFF25 | Encryption_Whitelisting_Mode | 00                                                    |
| 0x100E | User_Language                | EN                                                    |
#####################################################################
When I send a 04.x Set Payment Type message to the terminal with params:
| p04_req_force_payment_type | 1   |
| p04_req_payment_type       | B   |
| p04_req_amount             | 000 |
Then I should receive the 04.x Set Payment Type response from terminal with params:
| p04_res_force_payment_type | 0   |
| p04_res_payment_type       | B   |
| p04_res_amount             | 000 |",Unknown
"When I send a 13.x amount message to the terminal with:
| p13_req_amount | <amount> |
Then I should receive the 13.x amount response from terminal with params:
| p13_res_status | 0 |",Send Amount
"And I wait until Element ""btn_enter"" visible
When I click Element ""btn_enter""",Unknown
"Then I should receive the 33.03 Emv Transaction authorization_request response from terminal with params:
| p33_03_req_status                  | 00         |
| p33_03_req_emvh_current_packet_nbr | 0          |
| p33_03_req_emvh_packet_type        | 0          |
| p33_03_req_payload                 | @regexp:.+ |
####################### 33.03 payload verification #######################
When I deserialize ""p33_03_res_payload"" value from the response object to the ""authorization_request_data"" container
Then the reported ""authorization_request_data"" container should have the following params:
| tag    | name                                       | value                                                 |
| 0x4F   | application_identifier                     | <AID>03                                               |
| 0x50   | Application_Label                          | @regexp:[\s]{4}62[\s]{4}IC[\s]{2}                     |
| 0x57   | track_2_equivalent_data                    | <PAN>D<exp_date><code><add_data>F                     |
| 0x82   | application_interchange_profile            | @regexp:[0-9A-Fa-f]{4}                                |
| 0x84   | dedicated_file_df_name                     | <AID>03                                               |
| 0x95   | terminal_verification_results              | 000800E000                                            |
| 0x9A   | transaction_date                           | @regexp:\d{6}                                         |
| 0x9B   | Transaction_Status_Information             | @regexp:[0-9A-Fa-f]{4}                                |
| 0x9C   | transaction_type (Purchase)                | 00                                                    |
| 0x5F20 | cardholder_name                            | UICC<test_card>                                       |
| 0x5F24 | application_expiration_date                | <exp_date>31                                          |
| 0x5F2A | Transaction_Currency_Code                  | 0840                                                  |
| 0x9F02 | amount_authorised_kernel_v2                | 000000<amount>                                        |
| 0x9F06 | Application_Identifier_(AID)_Terminal      | <AID>03                                               |
| 0x9F07 | Application_Usage_Control                  | FF00                                                  |
| 0x9F08 | Application_Version_Number_ICC             | @regexp:\d{4}                                         |
| 0x9F09 | Application_Version_Number_Terminal        | @regexp:\d{4}                                         |
| 0x9F0D | issuer_action_code_default                 | FC6004A800                                            |
| 0x9F0E | issuer_action_code_denial                  | 0010000000                                            |
| 0x9F0F | issuer_action_code_online                  | FC6804F800                                            |
| 0x9F10 | Issuer_Application_Data_(IAD)              | @regexp:[0-9A-Fa-f]{16}                               |
| 0x9F1A | terminal_country_code                      | 0840                                                  |
| 0x9F1B | terminal_floor_limit                       | 00000000                                              |
| 0x9F1F | Track1_Discretionary_Data                  | <PAN>^UICC<test_card>^<exp_date><code>^20130821105304 |
| 0x9F21 | Transaction_Time                           | @regexp:\d{6}                                         |
| 0x9F26 | application_cryptogram                     | @regexp:[0-9A-Fa-f]{16}                               |
| 0x9F27 | cryptogram_information_data                | 80                                                    |
| 0x9F33 | terminal_capabilities                      | E0F8C8                                                |
| 0x9F34 | cardholder_verification_method_cvm_results | @regexp:[15]{1}E0300                                  |
| 0x9F35 | terminal_type                              | 22                                                    |
| 0x9F36 | Application_Transaction_Counter            | @regexp:[0-9A-Fa-f]{4}                                |
| 0x9F39 | point_of_service_pos_entry_mode            | 05                                                    |
| 0x9F40 | Additional_Terminal_Capabilities           | F800F0A3FF                                            |
| 0xFF25 | Encryption_Whitelisting_Mode               | 00                                                    |
#Ingenico property
| 0x1001 | pin_entry_required_flag                    | 0                                                     |
| 0x1002 | signature_required_flag                    | 1                                                     |
| 0x1005 | transaction_type                           | 00                                                    |
| 0x100E | User_Language                              | EN                                                    |
| 0x100F | pin_entry_successful_flag                  | 0                                                     |
| 0x9000 | card_payment_type                          | B                                                     |
| 0x9001 | card_entry_mode                            | C                                                     |
#####################################################################
When I send a 33.04 Authorization Response message to the terminal with params:
| p33_04_res_status                  | 00             |
| p33_04_res_emvh_current_packet_nbr | 0              |
| p33_04_res_emvh_packet_type        | 0              |
| p33_04_res_payload                 | T008A:0002:a00 |
Then I should receive the 33.05 Emv authorization confirmation response from terminal with params:
| p33_05_res_status                  | 00         |
| p33_05_res_emvh_current_packet_nbr | 0          |
| p33_05_res_emvh_packet_type        | 0          |
| p33_05_res_payload                 | @regexp:.* |
####################### 33.05 payload verification #######################
When  I deserialize ""p33_05_res_payload"" value from the response object to the ""authorization_confirmation_data"" container
Then  the reported ""authorization_confirmation_data"" container should have the following params:
| tag    | name                                       | value                                                 |
| 0x4F   | application_identifier                     | <AID>03                                               |
| 0x50   | Application_Label                          | @regexp:[\s]{4}62[\s]{4}IC[\s]{2}                     |
| 0x57   | track_2_equivalent_data                    | <PAN>D<exp_date><code><add_data>F                     |
| 0x82   | application_interchange_profile            | @regexp:[0-9A-Fa-f]{4}                                |
| 0x84   | dedicated_file_df_name                     | <AID>03                                               |
| 0x89   | Authorization_Code                         | 3030                                                  |
| 0x8A   | authorisation_response_code                | 00                                                    |
| 0x8E   | cardholder_verification_method_cvm_list    | 00000000000000005E0342031F00                          |
| 0x95   | terminal_verification_results              | 000800E000                                            |
| 0x9A   | transaction_date                           | @regexp:\d{6}                                         |
| 0x9B   | Transaction_Status_Information             | @regexp:[0-9A-Fa-f]{4}                                |
| 0x9C   | transaction_type (Purchase)                | 00                                                    |
| 0x5F20 | cardholder_name                            | UICC<test_card>                                       |
| 0x5F24 | application_expiration_date                | <exp_date>31                                          |
| 0x5F28 | Issuer_Country_Code                        | 0156                                                  |
| 0x5F2A | Transaction_Currency_Code                  | 0840                                                  |
| 0x5F2D | Preferred_Languages                        | zh                                                    |
| 0x9F02 | amount_authorised_kernel_v2                | 000000<amount>                                        |
| 0x9F06 | Application_Identifier_(AID)_Terminal      | <AID>03                                               |
| 0x9F07 | Application_Usage_Control                  | FF00                                                  |
| 0x9F08 | Application_Version_Number_ICC             | @regexp:\d{4}                                         |
| 0x9F09 | Application_Version_Number_Terminal        | @regexp:\d{4}                                         |
| 0x9F0D | issuer_action_code_default                 | FC6004A800                                            |
| 0x9F0E | issuer_action_code_denial                  | 0010000000                                            |
| 0x9F0F | issuer_action_code_online                  | FC6804F800                                            |
| 0x9F10 | Issuer_Application_Data_(IAD)              | @regexp:[0-9A-Fa-f]{16}                               |
| 0x9F1A | terminal_country_code                      | 0840                                                  |
| 0x9F1B | terminal_floor_limit                       | 00000000                                              |
| 0x9F1F | Track1_Discretionary_Data                  | <PAN>^UICC<test_card>^<exp_date><code>^20130821105304 |
| 0x9F21 | Transaction_Time                           | @regexp:\d{6}                                         |
| 0x9F26 | application_cryptogram                     | @regexp:[0-9A-Fa-f]{16}                               |
| 0x9F27 | cryptogram_information_data                | 40                                                    |
| 0x9F33 | terminal_capabilities                      | E0F8C8                                                |
| 0x9F34 | cardholder_verification_method_cvm_results | @regexp:[15]{1}E0300                                  |
| 0x9F35 | terminal_type                              | 22                                                    |
| 0x9F36 | Application_Transaction_Counter            | @regexp:[0-9A-Fa-f]{4}                                |
| 0x9F39 | point_of_service_pos_entry_mode            | 05                                                    |
| 0x9F40 | Additional_Terminal_Capabilities           | F800F0A3FF                                            |
| 0xDF03 | Terminal_Action_Code_(TAC)_Default         | D84000A800                                            |
| 0xDF04 | Terminal_Action_Code_Denial                | 0010000000                                            |
| 0xDF05 | Terminal_Action_Code_Online                | D84004F800                                            |
| 0xFF25 | Encryption_Whitelisting_Mode               | 00                                                    |
#Ingenico property
| 0x1001 | pin_entry_required_flag                    | 0                                                     |
| 0x1002 | signature_required_flag                    | 1                                                     |
| 0x1003 | Confirmation_Response_Code                 | A                                                     |
| 0x1005 | transaction_type                           | 00                                                    |
| 0x100E | User_Language                              | EN                                                    |
| 0x100F | pin_entry_successful_flag                  | 0                                                     |
| 0x9000 | card_payment_type                          | B                                                     |
| 0x9001 | card_entry_mode                            | C                                                     |
#####################################################################
And I Wait until Element ""title"" contains ""Approved\nPlease remove card""
When  I remove card
And I wait 4 seconds
Then I should receive the 09.x Set Allowed Payments response from terminal with params:
| p09_res_card_type        | 02 |
| p09_res_msg_version      | 02 |
| p09_res_transaction_type | 01 |
| p09_res_card_status      | R  |
And I Wait until Element ""title"" contains ""Approved""
####################### Terminal Offline #######################",Unknown
"When I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
####################### Manual Validations #######################
#No manual validation
####################### Finalize collis #######################",Precondition
"When I finalizing Collis Test Case as ""approved""
Then I expect Collis Test Case to be ""passed""
Examples:
| test_case    | AID            | app_label        | PAN              | test_card | exp_date | code | add_data      | amount |
| TAIS_POS_005 | A0000003330101 | UICC Credit Card | 6210948000000052 | FT05      | 3010     | 220  | 0000000000000 | 500000 |
@sde @msr @jobs @00x @62x @61x @23x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
Feature: Validate Jobs for MSR transaction
""""""
This feature file validate jobs for Msr Transactions config (0091, 0054)
Jobs values allowed for msr:
0 : Track 1
2 : Track 2
6 : PAN from Track1
7 : PAN from Track2,
10 Expiry date from Track1
11 Expiry date from Track2
14 Cardholder name from Track1
18 :Track1 no sentinels
19 :Track2 no sentinels
TestLink test case link: https://testlink.evf.us/linkto.php?tprojectPrefix=ARC&item=testcase&id=ARC-1033
""""""
Scenario: Enable On-Guard SDE Encryption Configuration and Update jobs values(7 =PAN from Track2, 2 = Track-2 data, 10 Expiry date from Track1)",Unknown
"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
And I wait until Element ""imageOffline"" visible
When I send a 61.x Read Configuration message to the terminal with:
| p61_req_config_name | ArcSec/onGuardSde/jobsMsr |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p61_res_status                | 2                         |
| p61_res_config_name           | ArcSec/onGuardSde/jobsMsr |
| p61_res_data_config_parameter | 18,19                     |",Precondition
"When I have successfully sent ""Files/Jobs_Msr/ArcSec.apk"" file using these params:
| p62_req_file_name       | ArcSec.apk |
| p62_req_encoding_format | B          |
| p62_req_fast_download   | 1          |
| p62_req_unpack_flag     | 0          |
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_status      | 0            |
| p62_res_file_length | @regexp:.\d* |",Unknown
"When I send a 61.x Read Configuration message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 19 |
When I send a 61.x Read Configuration message to the terminal with:
| p61_req_config_name | ArcSec/onGuardSde/jobsMsr |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p61_res_status                | 2                         |
| p61_res_config_name           | ArcSec/onGuardSde/jobsMsr |
| p61_res_data_config_parameter | 7,2,10                    |
Scenario Outline: On-Guard SDE Encryption For MSR Transaction
Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
And I wait until Element ""imageOffline"" visible
When I send a 61.x Read Configuration message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 19 |
And I Wait until Element ""title"" contains ""This Lane Closed""
And I wait until Element ""imageOffline"" visible",Precondition
"When I send a 23.x Read Card message to the terminal with:
| p23_req_prompt_index   | 3 |
| p23_req_enable_devices | M |
Then I Wait until Element ""title"" contains ""Please slide card""
And  I wait until Element ""btn_cancel"" visible",Card Swipe
"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0                                                            |
| p23_res_card_source | M                                                            |
| p23_res_track1      | %B<masked_pan>^<name>^<exp_date><code><masked_disc_data_t1>? |
| p23_res_track2      | ;<masked_pan>=<exp_date><code><masked_disc_data_t2>?         |
| p23_res_track3      | @regexp:.+                                                   |",Card Swipe
"And decrypted field ""p23_res_track3"" with ON GUARD SDE algorithm should match the following data:
| result | <pan>\|;<pan>=<exp_date><code><disc_data_t2>?<lrc_val>\|<exp_date><null_characters> |
Examples:
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      | masked_pan       | masked_disc_data_t1          | masked_disc_data_t2 | null_characters          | lrc_val |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 | 5413330000000011 | 000000000000000              | 0000000000000       | \x00\x00                 | 9       |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      | 374245000001008  | 000000000                    | 00000000000000      | \x00\x00\x00             | 4       |
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      | 4264510000005621 | 0000000000000000000000000000 | 0000000000000       | \x00\x00                 | 2       |
| DISCOVER   | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      | 6510000000000091 | 0000000000000                | 0000000000000       | \x00\x00                 | 4       |
| Diners     | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 36039600000472   | 00000000000000000000         | 0000000000000       | \x00\x00\x00\x00\x00\x00 | 4       |
| VISA       | 4761739001010010 | Test Card 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 4761730000000010 | 00000000000000000000         | 0000000000000       | \x00\x00                 | 6       |
| Mastercard | 5413330089099130 | Test Card 20       | 2512     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 5413330000009130 | 00000000000000000000         | 0000000000000       | \x00\x00                 | 9       |
@msr @tep2 @voltage @00x @62x @61x @23x @29x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
Feature: Validate Voltage Encryption Tep2 for MSR Transaction
""""""
This feature file validates Voltage Encryption TEP2 for MSR Transaction.
TestLink test case link :https://testlink.evf.us/linkto.php?tprojectPrefix=ARC&item=testcase&id=ARC-1228
""""""
Scenario Outline: Voltage TEP2 Encryption for MSR transaction",Unknown
"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""",Precondition
"When I send a 61.x Configuration Read message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 5  |
When I send a 23.x Read Card message to the terminal with:
| p23_req_prompt_index   | 3 |
| p23_req_enable_devices | M |
Then I Wait until Element ""title"" contains ""Please slide card""
And  I wait until Element ""btn_cancel"" visible",Card Swipe
"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0          |
| p23_res_card_source | M          |
| p23_res_track1      | @regexp:.* |
| p23_res_track2      | @regexp:.* |
| p23_res_track3      | @regexp:.* |",Card Swipe
"And decrypted field 'p23_res_track1' with VOLTAGE algorithm should match the following:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
And decrypted field 'p23_res_track2' with VOLTAGE algorithm should match the following:
| track2 | <pan>=<exp_date><code><disc_data_t2> |",Unknown
"When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 398 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2          |
| p29_res_variable_id   | 000398     |
| p29_res_variable_data | @regexp:.* |",Extract Card Data
"And decrypted field 'p29_res_variable_data' with VOLTAGE algorithm should match the following:
| pan | <pan> |",Unknown
"When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 399 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000399 |
| p29_res_variable_data | <name> |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 400 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2          |
| p29_res_variable_id   | 000400     |
| p29_res_variable_data | <exp_date> |
Examples:
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      |
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      |
| DISCOVER   | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      |
| Diners     | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |
| VISA       | 4761739001010010 | TEST CARD 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |
| Mastercard | 5413330089099130 | TEST CARD 20       | 2512     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |",Extract Card Data
"@msr @tep4 @voltage @00x @62x @61x @23x @29x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
Feature: Validate Voltage Encryption Tep4 for MSR Transaction
""""""
This feature file validates Voltage Encryption Tep4 for MSR Transaction.
TestLink test case link :https://testlink.evf.us/linkto.php?tprojectPrefix=ARC&item=testcase&id=ARC-1236
""""""
Scenario Outline: Voltage TEP4 Encryption for MSR transaction",Unknown
"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""",Precondition
"When I send a 61.x Configuration Read message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 6  |
When I send a 23.x Read Card message to the terminal with:
| p23_req_prompt_index   | 3 |
| p23_req_enable_devices | M |
Then I Wait until Element ""title"" contains ""Please slide card""
And  I wait until Element ""btn_cancel"" visible",Card Swipe
"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0          |
| p23_res_card_source | M          |
| p23_res_track1      | @regexp:.* |
| p23_res_track2      | @regexp:.* |
| p23_res_track3      | @regexp:.* |",Card Swipe
"And decrypted field 'p23_res_track1' with VOLTAGE algorithm should match the following:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
And decrypted field 'p23_res_track2' with VOLTAGE algorithm should match the following:
| track2 | <pan>=<exp_date><code><disc_data_t2> |",Unknown
"When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 398 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2          |
| p29_res_variable_id   | 000398     |
| p29_res_variable_data | @regexp:.* |",Extract Card Data
"And decrypted field 'p29_res_variable_data' with VOLTAGE algorithm should match the following:
| pan | <pan> |",Unknown
"When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 399 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000399 |
| p29_res_variable_data | <name> |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 400 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2          |
| p29_res_variable_id   | 000400     |
| p29_res_variable_data | <exp_date> |
Examples:
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      |
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      |
| DISCOVER   | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      |
| Diners     | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |
| VISA       | 4761739001010010 | TEST CARD 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |
| Mastercard | 5413330089099130 | TEST CARD 20       | 2512     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |",Extract Card Data
"| p61_res_status                | 2  |
When I send a 61.x Read Configuration message to the terminal with:
""""""
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
Scenario Outline: verify pin block decryption is correct for msr transaction when encryption is off
| p61_req_index_num | 1  |
| p61_res_index_num             | 1  |
| p61_req_group_num | 91 |
This feature file verify pin block decryption is correct for msr transaction when encryption is off
Then I should receive the 00.x Offline response from terminal with params:
Feature:  Validate  dukpt pin for msr transaction when encryption is off
Given I send a 00.x Offline message to the terminal with params:
@pin_code @msr @00x @60x @61x @23x @31x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
""""""
| p61_res_data_config_parameter | 0  |
| p61_res_group_num             | 91 |
based on ticket https://testlink.evf.us/linkto.php?tprojectPrefix=ARC&item=testcase&id=ARC-1252
| p00_res_reason_code | 0000 |
##################select dukpt pin################""
Then I should receive the 61.x Read Configuration response from terminal with params:
And I wait until Element ""imageOffline"" visible",Precondition
"| p61_res_status                | 2  |
based on ticket https://testlink.evf.us/linkto.php?tprojectPrefix=ARC&item=testcase&id=ARC-1252
And I Wait until Element ""title"" contains ""This Lane Closed""
@pin_code @msr @00x @60x @61x @23x @31x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
##################select dukpt pin################""
This feature file verify pin block decryption is correct for msr transaction when encryption is off
Feature:  Validate  dukpt pin for msr transaction when encryption is off
Then I should receive the 61.x Read Configuration response from terminal with params:
| p00_res_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p61_res_data_config_parameter | 0  |
| p61_res_group_num             | 91 |
And I wait until Element ""imageOffline"" visible
| p61_res_index_num             | 1  |
""""""
| p61_req_group_num | 91 |
""""""
When I send a 61.x Read Configuration message to the terminal with:
Scenario Outline: verify pin block decryption is correct for msr transaction when encryption is off
| p00_req_reason_code | 0000 |
| p61_req_index_num | 1  |
Given I send a 00.x Offline message to the terminal with params:",Precondition
"When I send a 60.x Configuration Write message to the terminal with:
Then I should receive the 60.x Configuration Write response from terminal with params:
| p60_req_index_num         | 7 |
| p60_res_status | 2 |
When I send a 60.x Configuration Write message to the terminal with:
| p60_req_data_config_param | 0 |
| p60_req_index_num         | 8 |
| p60_req_group_num         | 6 |
| p60_req_group_num         | 6 |
| p60_req_data_config_param | 1 |",Unknown
"| p60_req_index_num         | 8 |
| p60_req_data_config_param | 1 |
| p60_req_group_num         | 6 |
| p60_req_data_config_param | 0 |
| p60_req_index_num         | 7 |
| p60_req_group_num         | 6 |
| p60_res_status | 2 |
Then I should receive the 60.x Configuration Write response from terminal with params:
When I send a 60.x Configuration Write message to the terminal with:
When I send a 60.x Configuration Write message to the terminal with:",Unknown
"Then I should receive the 60.x Configuration Write response from terminal with params:
################## swipe the card #########################""
| p60_res_status | 2 |",Unknown
"################## swipe the card #########################""
| p60_res_status | 2 |
Then I should receive the 60.x Configuration Write response from terminal with params:",Unknown
"And  I wait until Element ""btn_cancel"" visible
When I send a 23.x Read Card message to the terminal with:
Then I Wait until Element ""title"" contains ""Please slide card""
| p23_req_enable_devices | M |
| p23_req_prompt_index   | 3 |",Card Swipe
"And  I wait until Element ""btn_cancel"" visible
| p23_req_prompt_index   | 3 |
| p23_req_enable_devices | M |
When I send a 23.x Read Card message to the terminal with:
Then I Wait until Element ""title"" contains ""Please slide card""",Card Swipe
"| p23_res_exit_type   | 0                                            |
| track3 |                                              |
#################### send 31.x message for pin entry #############################
| p23_res_track2      | <pan>=<exp_date><code><disc_data_t2>         |
| p23_res_track1      | B<pan>^<name>^<exp_date><code><disc_data_t1> |
When Axium swipe magnetic card:
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_card_source | M                                            |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| p23_res_track3      |                                              |
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |",CVM Process
